# source=last_training_epoch
boundary_label,x,y,phi_pred,phi_target,abs_error
G3,0.82681799,0.00000000,1.73182011e-01,1.73182011e-01,0.00000000e+00
G3,0.21070972,0.00000000,7.89290309e-01,7.89290309e-01,0.00000000e+00
G3,0.18723369,0.00000000,8.12766314e-01,8.12766314e-01,0.00000000e+00
G3,0.88625002,0.00000000,1.13749981e-01,1.13749981e-01,0.00000000e+00
G3,0.40093616,0.00000000,5.99063873e-01,5.99063873e-01,0.00000000e+00
G3,0.66249812,0.00000000,3.37501884e-01,3.37501884e-01,0.00000000e+00
G3,0.84986526,0.00000000,1.50134742e-01,1.50134742e-01,0.00000000e+00
G3,0.44389820,0.00000000,5.56101799e-01,5.56101799e-01,0.00000000e+00
G3,0.05531540,0.00000000,9.44684625e-01,9.44684625e-01,0.00000000e+00
G3,0.14649457,0.00000000,8.53505433e-01,8.53505433e-01,0.00000000e+00
G3,0.82717460,0.00000000,1.72825396e-01,1.72825396e-01,0.00000000e+00
G3,0.86037415,0.00000000,1.39625847e-01,1.39625847e-01,0.00000000e+00
G3,0.33685616,0.00000000,6.63143873e-01,6.63143873e-01,0.00000000e+00
G3,0.12596302,0.00000000,8.74036968e-01,8.74036968e-01,0.00000000e+00
G3,0.77965772,0.00000000,2.20342278e-01,2.20342278e-01,0.00000000e+00
G3,0.64977002,0.00000000,3.50229979e-01,3.50229979e-01,0.00000000e+00
G3,0.56167251,0.00000000,4.38327491e-01,4.38327491e-01,0.00000000e+00
G3,0.34670487,0.00000000,6.53295159e-01,6.53295159e-01,0.00000000e+00
G3,0.75913298,0.00000000,2.40867019e-01,2.40867019e-01,0.00000000e+00
G3,0.75935501,0.00000000,2.40644991e-01,2.40644991e-01,0.00000000e+00
G3,0.75372463,0.00000000,2.46275365e-01,2.46275365e-01,0.00000000e+00
G3,0.99851900,0.00000000,1.48099661e-03,1.48099661e-03,0.00000000e+00
G3,0.49387601,0.00000000,5.06124020e-01,5.06124020e-01,0.00000000e+00
G3,0.93993074,0.00000000,6.00692630e-02,6.00692630e-02,0.00000000e+00
G3,0.60641682,0.00000000,3.93583179e-01,3.93583179e-01,0.00000000e+00
G3,0.62357932,0.00000000,3.76420677e-01,3.76420677e-01,0.00000000e+00
G3,0.21519290,0.00000000,7.84807086e-01,7.84807086e-01,0.00000000e+00
G3,0.05420728,0.00000000,9.45792735e-01,9.45792735e-01,0.00000000e+00
G3,0.56366318,0.00000000,4.36336815e-01,4.36336815e-01,0.00000000e+00
G3,0.62235582,0.00000000,3.77644181e-01,3.77644181e-01,0.00000000e+00
G3,0.28199226,0.00000000,7.18007743e-01,7.18007743e-01,0.00000000e+00
G3,0.90112144,0.00000000,9.88785625e-02,9.88785625e-02,0.00000000e+00
G3,0.25425428,0.00000000,7.45745718e-01,7.45745718e-01,0.00000000e+00
G3,0.90202695,0.00000000,9.79730487e-02,9.79730487e-02,0.00000000e+00
G3,0.62232155,0.00000000,3.77678454e-01,3.77678454e-01,0.00000000e+00
G3,0.52378756,0.00000000,4.76212442e-01,4.76212442e-01,0.00000000e+00
G3,0.92660069,0.00000000,7.33993053e-02,7.33993053e-02,0.00000000e+00
G3,0.87832028,0.00000000,1.21679723e-01,1.21679723e-01,0.00000000e+00
G3,0.14343542,0.00000000,8.56564581e-01,8.56564581e-01,0.00000000e+00
G3,0.71880823,0.00000000,2.81191766e-01,2.81191766e-01,0.00000000e+00
G3,0.65326005,0.00000000,3.46739948e-01,3.46739948e-01,0.00000000e+00
G3,0.63469487,0.00000000,3.65305126e-01,3.65305126e-01,0.00000000e+00
G3,0.78458118,0.00000000,2.15418816e-01,2.15418816e-01,0.00000000e+00
G3,0.06435391,0.00000000,9.35646057e-01,9.35646057e-01,0.00000000e+00
G3,0.68976253,0.00000000,3.10237467e-01,3.10237467e-01,0.00000000e+00
G3,0.71867597,0.00000000,2.81324029e-01,2.81324029e-01,0.00000000e+00
G3,0.30279601,0.00000000,6.97203994e-01,6.97203994e-01,0.00000000e+00
G3,0.07382889,0.00000000,9.26171124e-01,9.26171124e-01,0.00000000e+00
G4,0.34662047,1.00000000,6.53379560e-01,6.53379560e-01,0.00000000e+00
G4,0.34062010,1.00000000,6.59379900e-01,6.59379900e-01,0.00000000e+00
G4,0.18829744,1.00000000,8.11702549e-01,8.11702549e-01,0.00000000e+00
